review_text,rating,label
review sample 65 with generic restaurant feedback text,3.0,0
review sample 66 with generic restaurant feedback text,3.0,0
review sample 67 with generic restaurant feedback text,3.0,0
review sample 68 with generic restaurant feedback text,3.0,0
review sample 69 with generic restaurant feedback text,3.0,0
review sample 70 with generic restaurant feedback text,3.0,0
review sample 71 with generic restaurant feedback text,3.0,0
review sample 72 with generic restaurant feedback text,3.0,0
review sample 73 with generic restaurant feedback text,3.0,0
review sample 74 with generic restaurant feedback text,3.0,0
review sample 75 with generic restaurant feedback text,3.0,0
review sample 76 with generic restaurant feedback text,3.0,0
review sample 77 with generic restaurant feedback text,3.0,0
review sample 78 with generic restaurant feedback text,3.0,0
review sample 79 with generic restaurant feedback text,3.0,0
review sample 80 with generic restaurant feedback text,3.0,0
review sample 81 with generic restaurant feedback text,3.0,0
review sample 82 with generic restaurant feedback text,3.0,0
review sample 83 with generic restaurant feedback text,3.0,0
review sample 84 with generic restaurant feedback text,3.0,0
review sample 85 with generic restaurant feedback text,3.0,0
review sample 86 with generic restaurant feedback text,3.0,0
review sample 87 with generic restaurant feedback text,3.0,0
review sample 88 with generic restaurant feedback text,3.0,0
review sample 89 with generic restaurant feedback text,3.0,0
review sample 90 with generic restaurant feedback text,3.0,0
review sample 91 with generic restaurant feedback text,3.0,0
review sample 92 with generic restaurant feedback text,3.0,0
review sample 93 with generic restaurant feedback text,3.0,0
review sample 94 with generic restaurant feedback text,3.0,0
review sample 95 with generic restaurant feedback text,3.0,0
review sample 96 with generic restaurant feedback text,3.0,0
review sample 97 with generic restaurant feedback text,3.0,0
review sample 98 with generic restaurant feedback text,3.0,0
review sample 99 with generic restaurant feedback text,3.0,0
review sample 100 with generic restaurant feedback text,3.0,0
review sample 101 with generic restaurant feedback text,3.0,0
review sample 102 with generic restaurant feedback text,3.0,0
review sample 103 with generic restaurant feedback text,3.0,0
review sample 104 with generic restaurant feedback text,3.0,0
review sample 105 with generic restaurant feedback text,3.0,0
review sample 106 with generic restaurant feedback text,3.0,0
review sample 107 with generic restaurant feedback text,3.0,0
review sample 108 with generic restaurant feedback text,3.0,0
review sample 109 with generic restaurant feedback text,3.0,0
review sample 110 with generic restaurant feedback text,3.0,0
review sample 111 with generic restaurant feedback text,3.0,0
review sample 112 with generic restaurant feedback text,3.0,0
review sample 113 with generic restaurant feedback text,3.0,0
review sample 114 with generic restaurant feedback text,3.0,0
review sample 115 with generic restaurant feedback text,3.0,0
review sample 116 with generic restaurant feedback text,3.0,0
review sample 117 with generic restaurant feedback text,3.0,0
review sample 118 with generic restaurant feedback text,3.0,0
review sample 119 with generic restaurant feedback text,3.0,0
review sample 120 with generic restaurant feedback text,3.0,0
review sample 121 with generic restaurant feedback text,3.0,0
review sample 122 with generic restaurant feedback text,3.0,0
review sample 123 with generic restaurant feedback text,3.0,0
review sample 124 with generic restaurant feedback text,3.0,0
review sample 125 with generic restaurant feedback text,3.0,0
review sample 126 with generic restaurant feedback text,3.0,0
review sample 127 with generic restaurant feedback text,3.0,0
review sample 128 with generic restaurant feedback text,3.0,0
review sample 129 with generic restaurant feedback text,3.0,0
review sample 130 with generic restaurant feedback text,3.0,0
review sample 131 with generic restaurant feedback text,3.0,0
review sample 132 with generic restaurant feedback text,3.0,0
review sample 133 with generic restaurant feedback text,3.0,0
review sample 134 with generic restaurant feedback text,3.0,0
review sample 135 with generic restaurant feedback text,3.0,0
review sample 136 with generic restaurant feedback text,3.0,0
review sample 137 with generic restaurant feedback text,3.0,0
review sample 138 with generic restaurant feedback text,3.0,0
review sample 139 with generic restaurant feedback text,3.0,0
review sample 140 with generic restaurant feedback text,3.0,0
review sample 141 with generic restaurant feedback text,3.0,0
review sample 142 with generic restaurant feedback text,3.0,0
review sample 143 with generic restaurant feedback text,3.0,0
review sample 144 with generic restaurant feedback text,3.0,0
review sample 145 with generic restaurant feedback text,3.0,0
review sample 146 with generic restaurant feedback text,3.0,0
review sample 147 with generic restaurant feedback text,3.0,0
review sample 148 with generic restaurant feedback text,3.0,0
review sample 149 with generic restaurant feedback text,3.0,0
review sample 150 with generic restaurant feedback text,3.0,0
review sample 151 with generic restaurant feedback text,3.0,0
review sample 152 with generic restaurant feedback text,3.0,0
review sample 153 with generic restaurant feedback text,3.0,0
review sample 154 with generic restaurant feedback text,3.0,0
review sample 155 with generic restaurant feedback text,3.0,0
review sample 156 with generic restaurant feedback text,3.0,0
review sample 157 with generic restaurant feedback text,3.0,0
review sample 158 with generic restaurant feedback text,3.0,0
review sample 159 with generic restaurant feedback text,3.0,0
review sample 160 with generic restaurant feedback text,3.0,0
review sample 161 with generic restaurant feedback text,3.0,0
review sample 162 with generic restaurant feedback text,3.0,0
review sample 163 with generic restaurant feedback text,3.0,0
review sample 164 with generic restaurant feedback text,3.0,0
review sample 165 with generic restaurant feedback text,3.0,0
review sample 166 with generic restaurant feedback text,3.0,0
review sample 167 with generic restaurant feedback text,3.0,0
review sample 168 with generic restaurant feedback text,3.0,0
review sample 169 with generic restaurant feedback text,3.0,0
review sample 170 with generic restaurant feedback text,3.0,0
review sample 171 with generic restaurant feedback text,3.0,0
review sample 172 with generic restaurant feedback text,3.0,0
review sample 173 with generic restaurant feedback text,3.0,0
review sample 174 with generic restaurant feedback text,3.0,0
review sample 175 with generic restaurant feedback text,3.0,0
review sample 176 with generic restaurant feedback text,3.0,0
review sample 177 with generic restaurant feedback text,3.0,0
review sample 178 with generic restaurant feedback text,3.0,0
review sample 179 with generic restaurant feedback text,3.0,0
review sample 180 with generic restaurant feedback text,3.0,0
review sample 181 with generic restaurant feedback text,3.0,0
review sample 182 with generic restaurant feedback text,3.0,0
review sample 183 with generic restaurant feedback text,3.0,0
review sample 184 with generic restaurant feedback text,3.0,0
review sample 185 with generic restaurant feedback text,3.0,0
review sample 186 with generic restaurant feedback text,3.0,0
review sample 187 with generic restaurant feedback text,3.0,0
review sample 188 with generic restaurant feedback text,3.0,0
review sample 189 with generic restaurant feedback text,3.0,0
review sample 190 with generic restaurant feedback text,3.0,0
review sample 191 with generic restaurant feedback text,3.0,0
review sample 192 with generic restaurant feedback text,3.0,0
review sample 193 with generic restaurant feedback text,3.0,0
review sample 194 with generic restaurant feedback text,3.0,0
review sample 195 with generic restaurant feedback text,3.0,0
review sample 196 with generic restaurant feedback text,3.0,0
review sample 197 with generic restaurant feedback text,3.0,0
review sample 198 with generic restaurant feedback text,3.0,0
review sample 199 with generic restaurant feedback text,3.0,0
review sample 200 with generic restaurant feedback text,3.0,0
review sample 201 with generic restaurant feedback text,3.0,0
review sample 202 with generic restaurant feedback text,3.0,0
review sample 203 with generic restaurant feedback text,3.0,0
review sample 204 with generic restaurant feedback text,3.0,0
review sample 205 with generic restaurant feedback text,3.0,0
review sample 206 with generic restaurant feedback text,3.0,0
review sample 207 with generic restaurant feedback text,3.0,0
review sample 208 with generic restaurant feedback text,3.0,0
review sample 209 with generic restaurant feedback text,3.0,0
review sample 210 with generic restaurant feedback text,3.0,0
review sample 211 with generic restaurant feedback text,3.0,0
review sample 212 with generic restaurant feedback text,3.0,0
review sample 213 with generic restaurant feedback text,3.0,0
review sample 214 with generic restaurant feedback text,3.0,0
review sample 215 with generic restaurant feedback text,3.0,0
review sample 216 with generic restaurant feedback text,3.0,0
review sample 217 with generic restaurant feedback text,3.0,0
review sample 218 with generic restaurant feedback text,3.0,0
review sample 219 with generic restaurant feedback text,3.0,0
review sample 220 with generic restaurant feedback text,3.0,0
review sample 221 with generic restaurant feedback text,3.0,0
review sample 222 with generic restaurant feedback text,3.0,0
review sample 223 with generic restaurant feedback text,3.0,0
review sample 224 with generic restaurant feedback text,3.0,0
review sample 225 with generic restaurant feedback text,3.0,0
review sample 226 with generic restaurant feedback text,3.0,0
review sample 227 with generic restaurant feedback text,3.0,0
review sample 228 with generic restaurant feedback text,3.0,0
review sample 229 with generic restaurant feedback text,3.0,0
review sample 230 with generic restaurant feedback text,3.0,0
review sample 231 with generic restaurant feedback text,3.0,0
review sample 232 with generic restaurant feedback text,3.0,0
review sample 233 with generic restaurant feedback text,3.0,0
review sample 234 with generic restaurant feedback text,3.0,0
review sample 235 with generic restaurant feedback text,3.0,0
review sample 236 with generic restaurant feedback text,3.0,0
review sample 237 with generic restaurant feedback text,3.0,0
review sample 238 with generic restaurant feedback text,3.0,0
review sample 239 with generic restaurant feedback text,3.0,0
review sample 240 with generic restaurant feedback text,3.0,0
review sample 241 with generic restaurant feedback text,3.0,0
review sample 242 with generic restaurant feedback text,3.0,0
review sample 243 with generic restaurant feedback text,3.0,0
review sample 244 with generic restaurant feedback text,3.0,0
review sample 245 with generic restaurant feedback text,3.0,0
review sample 246 with generic restaurant feedback text,3.0,0
review sample 247 with generic restaurant feedback text,3.0,0
review sample 248 with generic restaurant feedback text,3.0,0
review sample 249 with generic restaurant feedback text,3.0,0
review sample 250 with generic restaurant feedback text,3.0,0
review sample 251 with generic restaurant feedback text,3.0,0
review sample 252 with generic restaurant feedback text,3.0,0
review sample 253 with generic restaurant feedback text,3.0,0
review sample 254 with generic restaurant feedback text,3.0,0
review sample 255 with generic restaurant feedback text,3.0,0
review sample 256 with generic restaurant feedback text,3.0,0
review sample 257 with generic restaurant feedback text,3.0,0
review sample 258 with generic restaurant feedback text,3.0,0
review sample 259 with generic restaurant feedback text,3.0,0
review sample 260 with generic restaurant feedback text,3.0,0
review sample 261 with generic restaurant feedback text,3.0,0
review sample 262 with generic restaurant feedback text,3.0,0
review sample 263 with generic restaurant feedback text,3.0,0
review sample 264 with generic restaurant feedback text,3.0,0
review sample 265 with generic restaurant feedback text,3.0,0
review sample 266 with generic restaurant feedback text,3.0,0
review sample 267 with generic restaurant feedback text,3.0,0
review sample 268 with generic restaurant feedback text,3.0,0
review sample 269 with generic restaurant feedback text,3.0,0
review sample 270 with generic restaurant feedback text,3.0,0
review sample 271 with generic restaurant feedback text,3.0,0
review sample 272 with generic restaurant feedback text,3.0,0
review sample 273 with generic restaurant feedback text,3.0,0
review sample 274 with generic restaurant feedback text,3.0,0
review sample 275 with generic restaurant feedback text,3.0,0
review sample 276 with generic restaurant feedback text,3.0,0
review sample 277 with generic restaurant feedback text,3.0,0
review sample 278 with generic restaurant feedback text,3.0,0
review sample 279 with generic restaurant feedback text,3.0,0
review sample 280 with generic restaurant feedback text,3.0,0
review sample 281 with generic restaurant feedback text,3.0,0
review sample 282 with generic restaurant feedback text,3.0,0
review sample 283 with generic restaurant feedback text,3.0,0
review sample 284 with generic restaurant feedback text,3.0,0
review sample 285 with generic restaurant feedback text,3.0,0
review sample 286 with generic restaurant feedback text,3.0,0
review sample 287 with generic restaurant feedback text,3.0,0
review sample 288 with generic restaurant feedback text,3.0,0
review sample 289 with generic restaurant feedback text,3.0,0
review sample 290 with generic restaurant feedback text,3.0,0
review sample 291 with generic restaurant feedback text,3.0,0
review sample 292 with generic restaurant feedback text,3.0,0
review sample 293 with generic restaurant feedback text,3.0,0
review sample 294 with generic restaurant feedback text,3.0,0
review sample 295 with generic restaurant feedback text,3.0,0
review sample 296 with generic restaurant feedback text,3.0,0
review sample 297 with generic restaurant feedback text,3.0,0
review sample 298 with generic restaurant feedback text,3.0,0
review sample 299 with generic restaurant feedback text,3.0,0
review sample 300 with generic restaurant feedback text,3.0,0
review sample 301 with generic restaurant feedback text,3.0,0
review sample 302 with generic restaurant feedback text,3.0,0
review sample 303 with generic restaurant feedback text,3.0,0
review sample 304 with generic restaurant feedback text,3.0,0
review sample 305 with generic restaurant feedback text,3.0,0
review sample 306 with generic restaurant feedback text,3.0,0
review sample 307 with generic restaurant feedback text,3.0,0
review sample 308 with generic restaurant feedback text,3.0,0
review sample 309 with generic restaurant feedback text,3.0,0
review sample 310 with generic restaurant feedback text,3.0,0
review sample 311 with generic restaurant feedback text,3.0,0
review sample 312 with generic restaurant feedback text,3.0,0
review sample 313 with generic restaurant feedback text,3.0,0
review sample 314 with generic restaurant feedback text,3.0,0
review sample 315 with generic restaurant feedback text,3.0,0
review sample 316 with generic restaurant feedback text,3.0,0
review sample 317 with generic restaurant feedback text,3.0,0
review sample 318 with generic restaurant feedback text,3.0,0
review sample 319 with generic restaurant feedback text,3.0,0
review sample 320 with generic restaurant feedback text,3.0,0
review sample 321 with generic restaurant feedback text,3.0,0
review sample 322 with generic restaurant feedback text,3.0,0
review sample 323 with generic restaurant feedback text,3.0,0
review sample 324 with generic restaurant feedback text,3.0,0
review sample 325 with generic restaurant feedback text,3.0,0
review sample 326 with generic restaurant feedback text,3.0,0
review sample 327 with generic restaurant feedback text,3.0,0
review sample 328 with generic restaurant feedback text,3.0,0
review sample 329 with generic restaurant feedback text,3.0,0
review sample 330 with generic restaurant feedback text,3.0,0
review sample 331 with generic restaurant feedback text,3.0,0
review sample 332 with generic restaurant feedback text,3.0,0
review sample 333 with generic restaurant feedback text,3.0,0
review sample 334 with generic restaurant feedback text,3.0,0
review sample 335 with generic restaurant feedback text,3.0,0
review sample 336 with generic restaurant feedback text,3.0,0
review sample 337 with generic restaurant feedback text,3.0,0
review sample 338 with generic restaurant feedback text,3.0,0
review sample 339 with generic restaurant feedback text,3.0,0
review sample 340 with generic restaurant feedback text,3.0,0
review sample 341 with generic restaurant feedback text,3.0,0
review sample 342 with generic restaurant feedback text,3.0,0
review sample 343 with generic restaurant feedback text,3.0,0
review sample 344 with generic restaurant feedback text,3.0,0
review sample 345 with generic restaurant feedback text,3.0,0
review sample 346 with generic restaurant feedback text,3.0,0
review sample 347 with generic restaurant feedback text,3.0,0
review sample 348 with generic restaurant feedback text,3.0,0
review sample 349 with generic restaurant feedback text,3.0,0
review sample 350 with generic restaurant feedback text,3.0,0
review sample 351 with generic restaurant feedback text,3.0,0
review sample 352 with generic restaurant feedback text,3.0,0
review sample 353 with generic restaurant feedback text,3.0,0
review sample 354 with generic restaurant feedback text,3.0,0
review sample 355 with generic restaurant feedback text,3.0,0
review sample 356 with generic restaurant feedback text,3.0,0
review sample 357 with generic restaurant feedback text,3.0,0
review sample 358 with generic restaurant feedback text,3.0,0
review sample 359 with generic restaurant feedback text,3.0,0
review sample 360 with generic restaurant feedback text,3.0,0
review sample 361 with generic restaurant feedback text,3.0,0
review sample 362 with generic restaurant feedback text,3.0,0
review sample 363 with generic restaurant feedback text,3.0,0
review sample 364 with generic restaurant feedback text,3.0,0
review sample 365 with generic restaurant feedback text,3.0,0
review sample 366 with generic restaurant feedback text,3.0,0
review sample 367 with generic restaurant feedback text,3.0,0
review sample 368 with generic restaurant feedback text,3.0,0
review sample 369 with generic restaurant feedback text,3.0,0
review sample 370 with generic restaurant feedback text,3.0,0
review sample 371 with generic restaurant feedback text,3.0,0
review sample 372 with generic restaurant feedback text,3.0,0
review sample 373 with generic restaurant feedback text,3.0,0
review sample 374 with generic restaurant feedback text,3.0,0
review sample 375 with generic restaurant feedback text,3.0,0
review sample 376 with generic restaurant feedback text,3.0,0
review sample 377 with generic restaurant feedback text,3.0,0
review sample 378 with generic restaurant feedback text,3.0,0
review sample 379 with generic restaurant feedback text,3.0,0
review sample 380 with generic restaurant feedback text,3.0,0
review sample 381 with generic restaurant feedback text,3.0,0
review sample 382 with generic restaurant feedback text,3.0,0
review sample 383 with generic restaurant feedback text,3.0,0
review sample 384 with generic restaurant feedback text,3.0,0
review sample 385 with generic restaurant feedback text,3.0,0
review sample 386 with generic restaurant feedback text,3.0,0
review sample 387 with generic restaurant feedback text,3.0,0
review sample 388 with generic restaurant feedback text,3.0,0
review sample 389 with generic restaurant feedback text,3.0,0
review sample 390 with generic restaurant feedback text,3.0,0
review sample 391 with generic restaurant feedback text,3.0,0
review sample 392 with generic restaurant feedback text,3.0,0
review sample 393 with generic restaurant feedback text,3.0,0
review sample 394 with generic restaurant feedback text,3.0,0
review sample 395 with generic restaurant feedback text,3.0,0
review sample 396 with generic restaurant feedback text,3.0,0
review sample 397 with generic restaurant feedback text,3.0,0
review sample 398 with generic restaurant feedback text,3.0,0
review sample 399 with generic restaurant feedback text,3.0,0
review sample 400 with generic restaurant feedback text,3.0,0
review sample 401 with generic restaurant feedback text,3.0,0
review sample 402 with generic restaurant feedback text,3.0,0
review sample 403 with generic restaurant feedback text,3.0,0
review sample 404 with generic restaurant feedback text,3.0,0
review sample 405 with generic restaurant feedback text,3.0,0
review sample 406 with generic restaurant feedback text,3.0,0
review sample 407 with generic restaurant feedback text,3.0,0
review sample 408 with generic restaurant feedback text,3.0,0
review sample 409 with generic restaurant feedback text,3.0,0
review sample 410 with generic restaurant feedback text,3.0,0
review sample 411 with generic restaurant feedback text,3.0,0
review sample 412 with generic restaurant feedback text,3.0,0
review sample 413 with generic restaurant feedback text,3.0,0
review sample 414 with generic restaurant feedback text,3.0,0
review sample 415 with generic restaurant feedback text,3.0,0
review sample 416 with generic restaurant feedback text,3.0,0
review sample 417 with generic restaurant feedback text,3.0,0
review sample 418 with generic restaurant feedback text,3.0,0
review sample 419 with generic restaurant feedback text,3.0,0
review sample 420 with generic restaurant feedback text,3.0,0
review sample 421 with generic restaurant feedback text,3.0,0
review sample 422 with generic restaurant feedback text,3.0,0
review sample 423 with generic restaurant feedback text,3.0,0
review sample 424 with generic restaurant feedback text,3.0,0
review sample 425 with generic restaurant feedback text,3.0,0
review sample 426 with generic restaurant feedback text,3.0,0
review sample 427 with generic restaurant feedback text,3.0,0
review sample 428 with generic restaurant feedback text,3.0,0
review sample 429 with generic restaurant feedback text,3.0,0
review sample 430 with generic restaurant feedback text,3.0,0
review sample 431 with generic restaurant feedback text,3.0,0
review sample 432 with generic restaurant feedback text,3.0,0
review sample 433 with generic restaurant feedback text,3.0,0
review sample 434 with generic restaurant feedback text,3.0,0
review sample 435 with generic restaurant feedback text,3.0,0
review sample 436 with generic restaurant feedback text,3.0,0
review sample 437 with generic restaurant feedback text,3.0,0
review sample 438 with generic restaurant feedback text,3.0,0
review sample 439 with generic restaurant feedback text,3.0,0
review sample 440 with generic restaurant feedback text,3.0,0
review sample 441 with generic restaurant feedback text,3.0,0
review sample 442 with generic restaurant feedback text,3.0,0
review sample 443 with generic restaurant feedback text,3.0,0
review sample 444 with generic restaurant feedback text,3.0,0
review sample 445 with generic restaurant feedback text,3.0,0
review sample 446 with generic restaurant feedback text,3.0,0
review sample 447 with generic restaurant feedback text,3.0,0
review sample 448 with generic restaurant feedback text,3.0,0
review sample 449 with generic restaurant feedback text,3.0,0
review sample 450 with generic restaurant feedback text,3.0,0
review sample 451 with generic restaurant feedback text,3.0,0
review sample 452 with generic restaurant feedback text,3.0,0
review sample 453 with generic restaurant feedback text,3.0,0
review sample 454 with generic restaurant feedback text,3.0,0
review sample 455 with generic restaurant feedback text,3.0,0
review sample 456 with generic restaurant feedback text,3.0,0
review sample 457 with generic restaurant feedback text,3.0,0
review sample 458 with generic restaurant feedback text,3.0,0
review sample 459 with generic restaurant feedback text,3.0,0
review sample 460 with generic restaurant feedback text,3.0,0
review sample 461 with generic restaurant feedback text,3.0,0
review sample 462 with generic restaurant feedback text,3.0,0
review sample 463 with generic restaurant feedback text,3.0,0
review sample 464 with generic restaurant feedback text,3.0,0
review sample 465 with generic restaurant feedback text,3.0,0
review sample 466 with generic restaurant feedback text,3.0,0
review sample 467 with generic restaurant feedback text,3.0,0
review sample 468 with generic restaurant feedback text,3.0,0
review sample 469 with generic restaurant feedback text,3.0,0
review sample 470 with generic restaurant feedback text,3.0,0
review sample 471 with generic restaurant feedback text,3.0,0
review sample 472 with generic restaurant feedback text,3.0,0
review sample 473 with generic restaurant feedback text,3.0,0
review sample 474 with generic restaurant feedback text,3.0,0
review sample 475 with generic restaurant feedback text,3.0,0
review sample 476 with generic restaurant feedback text,3.0,0
review sample 477 with generic restaurant feedback text,3.0,0
review sample 478 with generic restaurant feedback text,3.0,0
review sample 479 with generic restaurant feedback text,3.0,0
review sample 480 with generic restaurant feedback text,3.0,0
review sample 481 with generic restaurant feedback text,3.0,0
review sample 482 with generic restaurant feedback text,3.0,0
review sample 483 with generic restaurant feedback text,3.0,0
review sample 484 with generic restaurant feedback text,3.0,0
review sample 485 with generic restaurant feedback text,3.0,0
review sample 486 with generic restaurant feedback text,3.0,0
review sample 487 with generic restaurant feedback text,3.0,0
review sample 488 with generic restaurant feedback text,3.0,0
review sample 489 with generic restaurant feedback text,3.0,0
review sample 490 with generic restaurant feedback text,3.0,0
review sample 491 with generic restaurant feedback text,3.0,0
review sample 492 with generic restaurant feedback text,3.0,0
review sample 493 with generic restaurant feedback text,3.0,0
review sample 494 with generic restaurant feedback text,3.0,0
review sample 495 with generic restaurant feedback text,3.0,0
review sample 496 with generic restaurant feedback text,3.0,0
review sample 497 with generic restaurant feedback text,3.0,0
review sample 498 with generic restaurant feedback text,3.0,0
review sample 499 with generic restaurant feedback text,3.0,0
review sample 500 with generic restaurant feedback text,3.0,0
review sample 501 with generic restaurant feedback text,3.0,0
review sample 502 with generic restaurant feedback text,3.0,0
review sample 503 with generic restaurant feedback text,3.0,0
review sample 504 with generic restaurant feedback text,3.0,0
review sample 505 with generic restaurant feedback text,3.0,0
review sample 506 with generic restaurant feedback text,3.0,0
review sample 507 with generic restaurant feedback text,3.0,0
review sample 508 with generic restaurant feedback text,3.0,0
review sample 509 with generic restaurant feedback text,3.0,0
review sample 510 with generic restaurant feedback text,3.0,0
review sample 511 with generic restaurant feedback text,3.0,0
review sample 512 with generic restaurant feedback text,3.0,0
review sample 513 with generic restaurant feedback text,3.0,0
review sample 514 with generic restaurant feedback text,3.0,0
review sample 515 with generic restaurant feedback text,3.0,0
review sample 516 with generic restaurant feedback text,3.0,0
review sample 517 with generic restaurant feedback text,3.0,0
review sample 518 with generic restaurant feedback text,3.0,0
review sample 519 with generic restaurant feedback text,3.0,0
review sample 520 with generic restaurant feedback text,3.0,0
review sample 521 with generic restaurant feedback text,3.0,0
review sample 522 with generic restaurant feedback text,3.0,0
review sample 523 with generic restaurant feedback text,3.0,0
review sample 524 with generic restaurant feedback text,3.0,0
review sample 525 with generic restaurant feedback text,3.0,0
review sample 526 with generic restaurant feedback text,3.0,0
review sample 527 with generic restaurant feedback text,3.0,0
review sample 528 with generic restaurant feedback text,3.0,0
review sample 529 with generic restaurant feedback text,3.0,0
review sample 530 with generic restaurant feedback text,3.0,0
review sample 531 with generic restaurant feedback text,3.0,0
review sample 532 with generic restaurant feedback text,3.0,0
review sample 533 with generic restaurant feedback text,3.0,0
review sample 534 with generic restaurant feedback text,3.0,0
review sample 535 with generic restaurant feedback text,3.0,0
review sample 536 with generic restaurant feedback text,3.0,0
review sample 537 with generic restaurant feedback text,3.0,0
review sample 538 with generic restaurant feedback text,3.0,0
review sample 539 with generic restaurant feedback text,3.0,0
review sample 540 with generic restaurant feedback text,3.0,0
review sample 541 with generic restaurant feedback text,3.0,0
review sample 542 with generic restaurant feedback text,3.0,0
review sample 543 with generic restaurant feedback text,3.0,0
review sample 544 with generic restaurant feedback text,3.0,0
review sample 545 with generic restaurant feedback text,3.0,0
review sample 546 with generic restaurant feedback text,3.0,0
review sample 547 with generic restaurant feedback text,3.0,0
review sample 548 with generic restaurant feedback text,3.0,0
review sample 549 with generic restaurant feedback text,3.0,0
review sample 550 with generic restaurant feedback text,3.0,0
review sample 551 with generic restaurant feedback text,3.0,0
review sample 552 with generic restaurant feedback text,3.0,0
review sample 553 with generic restaurant feedback text,3.0,0
review sample 554 with generic restaurant feedback text,3.0,0
review sample 555 with generic restaurant feedback text,3.0,0
review sample 556 with generic restaurant feedback text,3.0,0
review sample 557 with generic restaurant feedback text,3.0,0
review sample 558 with generic restaurant feedback text,3.0,0
review sample 559 with generic restaurant feedback text,3.0,0
review sample 560 with generic restaurant feedback text,3.0,0
review sample 561 with generic restaurant feedback text,3.0,0
review sample 562 with generic restaurant feedback text,3.0,0
review sample 563 with generic restaurant feedback text,3.0,0
review sample 564 with generic restaurant feedback text,3.0,0
review sample 565 with generic restaurant feedback text,3.0,0
review sample 566 with generic restaurant feedback text,3.0,0
review sample 567 with generic restaurant feedback text,3.0,0
review sample 568 with generic restaurant feedback text,3.0,0
review sample 569 with generic restaurant feedback text,3.0,0
review sample 570 with generic restaurant feedback text,3.0,0
review sample 571 with generic restaurant feedback text,3.0,0
review sample 572 with generic restaurant feedback text,3.0,0
review sample 573 with generic restaurant feedback text,3.0,0
review sample 574 with generic restaurant feedback text,3.0,0
review sample 575 with generic restaurant feedback text,3.0,0
review sample 576 with generic restaurant feedback text,3.0,0
review sample 577 with generic restaurant feedback text,3.0,0
review sample 578 with generic restaurant feedback text,3.0,0
review sample 579 with generic restaurant feedback text,3.0,0
review sample 580 with generic restaurant feedback text,3.0,0
review sample 581 with generic restaurant feedback text,3.0,0
